paper_id	reviewer	issue_id	severity	dimensions	location	observed_evidence	why_it_matters	required_fix	verification_test	evidence_needed	expected_impact	confidence
A14	R1	A14-I2	major	technical_soundness,experimental_rigor,limitations_responsible_claims	PDF pp.3–5，§3–§4、Table 1、Table 3；PDF p.9，§7	即便 2L/2L 对齐总 NFE，s_conf 仍进行 sequential candidate scoring、使用 ground-truth token 注入并以模型置信度选择 schedule；mc_uniform 使用不同 mask-out path、无 feedback。精确 2L 只对齐 forward 次数，没有保持状态路径、反馈或每次 forward 的 token 工作相同。	+13 pp 能证明完整协议不可互换，却不能定位差异来自置信度、答案注入、顺序、路径还是计算结构。若将其解释成 structured reveal 或 confidence 的优势，会超出识别范围。	构造正交的 factorial ablation：固定 feedback 后只换 order，固定 order 后只换 feedback，固定 mask path 后只换 selection rule；并测量 token-level FLOPs、wall-clock 与内存。	对每个单因素对照做同题配对区间和预注册多重性控制；只有某因素在其他因素固定时仍产生稳定差异，才可作对应归因。	正交消融、实际计算账本和相同路径对照。	high	high
A14	R1	A14-I3	major	experimental_rigor,reproducibility	PDF p.3，§3（seeded-random provenance）；PDF pp.7–9，Tables 5–6、§6；PDF p.12，Appendix A	s_conf 对 rand_inject 的 fresh 结果来自一个 persisted random schedule，而非 schedule-seed 平均；原 runner 使用未固定的 Python string hash，只能靠保存的逐候选顺序回放。fresh endpoint 是在发现 pilot/fresh 异质性后升格的 post-selection secondary，且固定顺序效果按构造层和答案位置变化并在 position 0 反转。	单个随机日程和观察后选池不能支持“structured reveal 胜随机策略族”的稳定结论；位置反转还提示多选构造可能驱动平均效应。	预先固定多个跨进程可复现的 schedule seeds，在同一新题池上平均；按预先规定的构造层和答案位置分层/平衡，并把 fresh pool 当作确认性新研究而非事后升格。	层级模型或 cluster bootstrap 同时覆盖 item 与 schedule seed；预注册主效应在各构造层保持方向，且 position interaction 被明确估计。	多 schedule-seed 重放、平衡新池和预注册交互分析。	high	high
A14	R1	A14-I4	major	experimental_rigor,significance	PDF pp.5–9，Tables 2–6、§5–§7；PDF pp.13–15，Appendices B–D	所有主要结果来自一个 checkpoint 和一个四选一 GSM8K-MC 构造；candidate length 不一但未测 length-normalized likelihood。五选项 probe 依注册门判为 UNDETERMINED；reference 曲线也只覆盖几个离散 operating points，不能给出 dose response 或离床预测。	协议排序可能特定于候选长度、近错 distractor 生成与答案位置。若四选一之外不稳定，则“scoring protocols non-interchangeable”的实际适用范围很窄。	加入长度归一化和校准后的 scoring 基线，扩展到五选项/不同 distractor 机制/不同任务及 checkpoint，并预先规定推广目标。	在各构造中报告配对效应与 interaction；若主方向跨 option count、length normalization 和 task 保持且异质性可解释，才支持推广。	多构造外部验证与长度控制分析。	high	high
A14	R1	A14-I5	minor	clarity	PDF pp.4–8，§3–§6 与 Table 5	文中并列 pre-registered primary、post-selected decisive、pre-registered conservative、post-selection secondary、单对 k=1 和五检验 sensitivity 等多层标签，且使用不同区间约定。虽有 analysis map，主叙事仍容易让读者把确认性和探索性结果视为同等。	复杂的决策历史会增加选择性报告风险，也掩盖唯一可独立解释的核心结果。	主文只保留一个确认性主 estimand 和少数预先声明的 secondary；将历史 pilot、事后升格和替代区间集中到附录，并用统一术语标注。	让独立读者仅凭摘要和主结果表即可准确指出主假设、唯一 multiplicity family、主要区间和探索性结果。	简化后的分析层级与统一主表。	medium	high
A14	R2	A14-R2-01	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第 1 页摘要；第 3–5 页 §2–3；第 11–12 页关于 NFE matching 的讨论	资源公平性仅按 forward-call 数计数：s_conf 的 L 次打分加 L 次自适应选择被记为 2L，mc_uniform 的 nmc=2L 被记为相同 NFE。稿件没有测量不同调用的 token/canvas 形状、批处理、FLOPs、wall time、显存或硬件利用率，却在摘要中使用‘less compute’读法。	相同调用次数并不保证相同实际成本，尤其当打分、采样和自适应状态更新具有不同张量形状与并行效率时。准确率优势可以成立，但计算效率这一核心解释尚未被观测量支持。	将现有结论明确限定为 draw-count/forward-call proxy，或在冻结实现和硬件上测量每题 FLOPs、延迟、吞吐、峰值显存与能耗，并给出预算—准确率曲线。	在相同硬件、batch size、精度和缓存设置下交错运行各协议，重复多个随机次序；比较实测成本相同时的配对准确率，并报告置信区间。	端到端成本计量、运行配置与成本匹配后的准确率结果。	high	high
A14	R2	A14-R2-02	major	experimental_rigor,technical_soundness,clarity	第 5–7 页 §3.2–3.4；第 13–16 页补充检验与 multiplicity 说明	matched-L 是明确的预注册主比较；2L/2L 对比及其‘decisive’地位在观察同一 n=400 数据后被提升。稿件给出多个预算点、顺序对比、fresh-pool 分析和不同 correction families，但没有证明 2L endpoint、所有报告族及其决策角色在数据揭示前共同冻结。	在同一题集上选择最有说服力的预算与校正族会使名义 p 值过于乐观。它不会抹掉 +13 pp 的预注册主结果，却削弱‘成本匹配后也已确认’这一更强主张。	把 matched-L 保持为唯一确认性结果，将 2L 与其余预算列为探索性；在独立题池预先冻结预算网格、主 endpoint、方向、检验族和 stopping rule 后复制。	公开时间戳 preregistration，并在完全未使用的新题池上一次性执行；校正需覆盖所有会影响主结论的预算与 protocol contrasts。	独立的预注册 total-cost 复制及完整 multiplicity 账本。	high	high
A14	R2	A14-R2-03	major	technical_soundness,experimental_rigor,reproducibility	第 3–4 页协议定义；第 6–9 页 Monte Carlo 与 random-order 结果；第 17–18 页随机性说明	mc_uniform 及随机顺序协议在每题/条件下仅有一个随机 realization，未对算法随机性重复 seeds。随机 schedule 的原始 seed 又依赖未固定的 Python string hash，当前只能靠已记录的顺序重建；fresh random-order 分析还在看到 pool heterogeneity 后被提升。	一次 realization 估计的是某个随机轨迹，不是随机协议的期望性能；protocol 间的百分点差可能混入 draw/schedule variance。记录顺序保证当前输出可重算，但不能给出换 seed 后的稳定性。	对相同题目运行多个独立、显式整数种子，分别估计题目随机性与算法随机性；报告 protocol 平均效应、seed 方差及最坏/最好 seed 敏感性。	以题目和 seed 为交叉层级做配对/层级 bootstrap；主要方向应在预定比例的 seeds 中保持，且区间排除实质性零效应。	多 seed 原始轨迹、确定性 seed 生成规则和层级不确定性分析。	high	high
A14	R2	A14-R2-04	major	significance,experimental_rigor,limitations_responsible_claims	第 7–10 页 §4 fresh n=819；第 10–12 页讨论与五选一 probe；第 18–19 页限制	fresh n=819 上 fixed order 总体比 s_conf 高 5.62 pp，但按正确答案位置分层时位置 0 上 s_conf 反而高 12.56 pp，位置 1–3 则 fixed 更高。研究只用一个模型、一个构造的 GSM8K-MC recipe，且没有以多组 distractor、选项置换或模型复制；五选一 probe 也被登记为 UNDETERMINED。	总体效果可能主要由选项构造与位置先验加权得到，而不是 confidence schedule 的一般缺陷。‘confidence 非必要’在该构造上成立的描述性证据，不能直接外推到其他选择题格式或 masked-diffusion 模型。	对每题生成多组平衡置换和独立 distractor sets，跨至少另一模型/数据集复制；预先把位置与构造交互设为主分析。	在题目内平衡所有正确答案位置后，估计 schedule 主效应与 position×schedule 交互；主结论应跨构造 seed、任务和模型保持。	平衡置换、多构造 seed 与跨模型/任务复制。	high	high
A14	R2	A14-R2-05	minor	clarity,significance	全文，尤其第 5–12 页结果与第 13–19 页附录	稿件在 19 页中并列大量预算、顺序、校正族、fresh-pool、五选一及事后敏感性结果；虽然多数有标签，但主证据层级仍需读者跨多节重建。协议同时改变反馈、顺序和 estimator，正文没有一个最小 factorial 图明确哪些因果因素被识别。	证据层级过密会让一个可靠但窄的 paired finding 被更弱的探索性结论稀释，也容易把‘协议不同’误读为已经解释了差异来源。	正文压缩为预注册主结果、一个预先定义的资源敏感性和一个独立复制；其余移入附录，并用一张 intervention table 标出每个 arm 同时变化的因素与可识别 estimand。	不依赖附录即可从主文唯一识别 primary endpoint、confirmatory family、探索性结果及每项结论的适用范围。	重构后的结果层级与 intervention-factor 表。	medium	high
A14	R3	A14-I1	major	experimental_rigor,technical_soundness,reproducibility	第 3 页 Setup（seeded-random 描述）；第 8 页 Persisted-schedule sensitivity；第 9 页 Limitations	每个 item/cell 只保留一次 random mask 或 seeded reveal order。fresh n=819 的 random arm 是一个 persisted schedule realization，作者明确称其不是 seeded-random family 的平均；名义 seed 还曾受未固定 Python string hash 影响，虽然现在可按已存 order replay。	题目配对区间量化 item 变异，但不能分离 protocol RNG 对 accuracy、discordance 和 arm ranking 的贡献。一个有利或不利的 schedule/mask realization 可能放大床内差异。	对所有随机协议使用多组预先声明的独立 seeds，并为每题保留多次 mask/order；用 item 与 protocol-seed 的交叉层级分析报告均值、方差和 seed 敏感性。	主要 gap 在 leave-one-seed-out、随机 seed meta-analysis 和 seed×item 分层 bootstrap 下方向稳定，且预定最差 seed 界仍保留实际意义。	逐 item×seed 的 mask/order、score vector、prediction 与分层方差结果。	high	high
A14	R3	A14-I2	major	experimental_rigor,limitations_responsible_claims,clarity	第 4 页 Registration and principal-contrast selection；第 6--7 页表 3/5；第 14--15 页表 12--14	原 primary 是 nominal matched-L；2L/2L total-NFE-fair 行在分析图中标为 post-selection secondary，却被提升为“decisive”。四个 n=400 budget rows 来自分阶段/独立注册的运行并复用同一 s_conf 记录，正文主要说明单配置的 ten-test Holm family，没有给整条追加预算曲线的统一序贯 family。	结果的原始 p 值很小，方向可能稳健，但事后选择最能回答质疑的端点和分阶段扩展曲线会使“confirmatory curve”地位高于预先承诺的证据。	将 matched-L 明确作为唯一原 primary、2L 等标为假设驱动的后续确认；或者在独立新题池上一次性预注册全部预算点、主要端点、停止规则和跨端点多重性。	独立冻结池的统一预注册 family 中，total-NFE-fair 和 conservative high-budget 两个预定端点均通过校正阈值且效应超过预定实用门限。	各注册时间戳、端点添加顺序、完整 family 决策与独立确认性运行。	medium	high
